MonsterName Cost Elements TimeToBreed FoodNeeded CoinProduction@ProductionRate@MaxCoins Class EggSprite,IconSprite LevelRequirement Limit
Monsters/Monster_mammott coins=400 cold 300 5 coins=1@120@coins=60 Natural mammott,mammott 0 0

Monsters/Monster_mammott_meduza coins=400 cold 300 5 coins=1@120@coins=60 Natural mammott,mammott 0 0

Monsters/Monster_noggin coins=400 earth 300 5 coins=1@120@coins=60 Natural noggin,noggin 0 0
Monsters/Monster_noggin_meduza coins=400 earth 300 5 coins=1@120@coins=60 Natural noggin,noggin 0 0

Monsters/Monster_maw diamonds=40 cold@water 28800 15 coins=1@80@coins=90 Natural maw,maw 4 0
Monsters/Monster_maw_meduza diamonds=40 cold@water 28800 15 coins=1@80@coins=90 Natural maw,maw 4 0

Monsters/Monster_pongping diamonds=130 plant@earth@fire@cold 79200 40 coins=1@28@coins=550 Natural pongping,pongping 6 0
Monsters/Monster_pongping_meduza diamonds=130 plant@earth@fire@cold 79200 40 coins=1@28@coins=550 Natural pongping,pongping 6 0

Monsters/Monster_meduza diamonds=1000 undead 0 100 coins=10@80@coins=1000 Supernatural meduza,meduza 10 0

Monsters/Monster_pummel diamonds=70 water@earth@plant 43200 25 coins=1@72@coins=260 Natural pummel,pummel 4 0
Monsters/Monster_pummel_meduza diamonds=70 water@earth@plant 43200 25 coins=1@72@coins=260 Natural pummel,pummel 4 0

Monsters/Monster_kuncklehead diamonds=550 faerie@light 36000 50 coins=1@72@coins=200 Magical kuncklehead,kuncklehead 6 0
Monsters/Monster_kuncklehead_meduza diamonds=550 faerie@light 36000 50 coins=1@72@coins=200 Magical kuncklehead,kuncklehead 6 0

Monsters/Monster_potbelly_young coins=400 plant 300 100 coins=1@120@coins=60 Natural potbelly,potbelly_young 0 0
Monsters/Monster_toejammer_young coins=400 water 300 100 coins=1@120@coins=60 Natural toejammer_young,toejammer_young 0 0
Monsters/Monster_tweedle_young coins=400 air 300 100 coins=1@120@coins=60 Natural tweedle_young,tweedle_young 0 0
Monsters/Monster_mammott_young coins=400 cold 300 100 coins=1@120@coins=60 Natural mammott,mammott_young 0 0
Monsters/Monster_flootfly_young coins=400 faerie 14400 100 coins=1@120@coins=90 Magical flootfly,flootfly_young 6 0
Monsters/Monster_oaktopus_young diamonds=25 water@plant 28800 1000 coins=1@80@coins=100 Natural oaktopus,oaktopus_young 4 0
Monsters/Monster_dandidoo_young diamonds=25 air@plant 28800 1000 coins=1@80@coins=100 Natural dandidoo_young,dandidoo_young 4 0

Monsters/Monster_fluoress coins=400 light 14400 10 coins=1@120@coins=90 Magical fluoress,fluoress 6 0

Monsters/Monster_theremind_young coins=400 psychic 14400 100 coins=1@120@coins=90 Magical theremind,theremind_young 6 0

Monsters/Monster_fluoress_young coins=400 light 14400 100 coins=1@120@coins=90 Magical fluoress_young,fluoress_young 6 0

Monsters/Monster_osstax_young diamonds=30 faerie@bone 36000 20 coins=1@80@coins=150 Magical osstax,osstax_young 6 0

Monsters/Monster_maw_young diamonds=25 water@cold 28800 1000 coins=1@80@coins=100 Natural maw_young,maw_young 4 0

Monsters/Monster_noggin_young coins=400 earth 300 100 coins=1@120@coins=60 Natural noggin,noggin_young 0 0

Monsters/Monster_kayna_young coins=400 fire 300 100 coins=1@120@coins=60 Natural kayna,kayna_young 0 0

Monsters/Monster_quibble_young diamonds=25 water@air 28800 1000 coins=1@80@coins=100 Natural quibble_young,quibble_young 4 0

Monsters/Monster_clackula_young coins=400 bone 14400 100 coins=1@120@coins=90 Magical clackula,clackula_young 6 0

Monsters/Monster_rootitoot_young diamonds=40 water@fire@plant 43200 25 coins=1@72@coins=260 Natural rootitoot,rootitoot_young 4 0
Monsters/Monster_rootitoot diamonds=70 water@fire@plant 43200 25 coins=1@72@coins=260 Natural rootitoot,rootitoot 4 0

Monsters/Monster_spurrit diamonds=250 spurrit 43200 25 coins=1@28@coins=550 Seasonal spurrit,spurrit 10 0
Monsters/Monster_spurrit_desert diamonds=250 spurrit 43200 25 coins=1@28@coins=550 Seasonal spurrit,spurrit 10 0

Monsters/Monster_spunge_young diamonds=40 water@air@plant 43200 25 coins=1@72@coins=260 Natural spunge,spunge_young 4 0

Monsters/Special/Monster_melochness diamonds=100 water@faerie 1 10 coins=1@120@coins=90 Magical melochness,melochness 100 0
Monsters/Monster_percFrog diamonds=60 water@earth@faerie 10 0 coins=1@72@coins=1000 Magical percFrog,percFrog 100 0

Monsters/Monster_sox diamonds=6000 crystal@plasma 10 100 coins=2@72@coins=1000 Ethereal sox,sox 0 0
Monsters/Monster_sox_meduza diamonds=6000 crystal@plasma 10 100 coins=2@72@coins=1000 Ethereal sox,sox 0 0

Monsters/Monster_hornacle diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial hornacle,hornacle 8 0
Monsters/Monster_loodvigg diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial loodvigg,loodvigg 8 0
Monsters/Monster_blasoom diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial blasoom,blasoom 8 0
Monsters/Monster_torrt diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial torrt,torrt 8 0
Monsters/Monster_scaratar diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial scaratar,scaratar 8 0
Monsters/Monster_syncopite diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial syncopite,syncopite 8 0
Monsters/Monster_attmoz diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial attmoz,attmoz 8 0
Monsters/Monster_vhamp diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial vhamp,vhamp 8 0
Monsters/Monster_furnoss diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial furnoss,furnoss 8 0
Monsters/Monster_glaishur diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial glaishur,glaishur 8 0
Monsters/Monster_galvana diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial galvana,galvana 8 0
Monsters/Monster_plixie diamonds=3000 celestial 19 10000000 coins=4000@43200@coins=10000 Celestial plixie,plixie 8 0
Monsters/Monster_light diamonds=3000 super-celestial 19 10000000 coins=4000@43200@coins=10000 Celestial-s light,light 8 0
Monsters/Monster_bone diamonds=3000 super-celestial 19 10000000 coins=4000@43200@coins=10000 Celestial-s bone,bone 8 0

Monsters/Monster_phangler diamonds=500 water@fire 36000 15 coins=1@80@coins=90 Natural phangler,phangler 6 0
Monsters/Monster_bridgit diamonds=750 faerie@earth@fire 36000 30 coins=1@72@coins=260 Natural bridgit,bridgit 6 0
Monsters/Monster_frondley diamonds=750 psychic@faerie@light 36000 50 coins=1@72@coins=300 Natural frondley,frondley 6 0

Monsters/Monster_theremind coins=400 psychic 14400 10 coins=1@120@coins=90 Magical theremind,theremind 6 0
Monsters/Monster_theremind_meduza coins=400 psychic 14400 10 coins=1@120@coins=90 Magical theremind,theremind 6 0

Monsters/Monster_handmond coins=400 organ 14400 10 coins=1@120@coins=90 Lost handmond,handmond 6 0
Monsters/Monster_whimstlop coins=400 organ 14400 10 coins=1@120@coins=90 Lost whimstlop,whimstlop 6 0
Monsters/Monster_whimstlop_meduza coins=400 organ 14400 10 coins=1@120@coins=90 Lost whimstlop,whimstlop 6 0


Monsters/Knott_1 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_1 0 0
Monsters/Knott_2 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_2 0 0
Monsters/Knott_3 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_3 0 0
Monsters/Knott_4 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_4 0 0
Monsters/Knott_5 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_5 0 0
Monsters/Knott_6 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_6 0 0
Monsters/Knott_7 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_7 0 0
Monsters/Knott_8 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_8 0 0
Monsters/Knott_9 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_9 0 0
Monsters/Knott_10 diamonds=2000 knottshurr 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Lost ,Knott_10 0 0

Monsters/Monster_maulch coins=10000 electricity 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Supernatural ,maulch 0 3

Monsters/Monster_fleechwurm_undof coins=100000 electricity 0 10000000 coins=2000,diamonds=1,food=2500,stars=1,stars=1@43200@coins=4000,diamonds=2,food=5000,stars=2,stars=1 Supernatural ,Fleechwurm-o 0 3

Monsters/Monster_toejammer_undof coins=250 water-o 60 5 coins=2@60@coins=30 Natural toejammer-o,toejammer-o 0 0
Monsters/Monster_kanya_undof coins=22500 fire-o 25200 5 coins=5@60@coins=45 Natural kayna-o,kayna-o 0 0
Monsters/Monster_noggin_undof coins=300 earth-o 5 5 coins=4@60@coins=18 Natural noggin-o,noggin-o 0 0
Monsters/Monster_fwog_undof diamonds=30 earth-o@water-o 1800 8 coins=5@60@coins=225 Natural fwog-o,fwog-o 0 0
Monsters/Monster_thrumble_undof diamonds=100 earth-o@water-o@fire-o 72000 15 coins=12@60@coins=24 Natural thrumble-o,thrumble-o 0 0
Monsters/Monster_phangler_undof diamonds=50 water-o@fire-o 36000 9 coins=6@60@coins=500 Natural phangler-o,phangler-o 0 0
Monsters/Monster_stogg_undof diamonds=50 earth-o@fire-o 36000 9 coins=6@60@coins=500 Natural stogg-o,stogg-o 0 0
Monsters/Monster_gumtromp coins=25000 candy 21600 7 coins=4@60@coins=57 Lost gumtromp,gumtromp 0 0
Monsters/Monster_keytrus diamonds=300 earth-o@water-o@candy 57600 5 coins=11@60@coins=7320 Lost keytrus,keytrus 0 0
Monsters/Monster_koodahcane diamonds=150 water-o@candy 32400 16 coins=7@60@coins=481 Lost koodahcane,koodahcane 0 0
Monsters/Monster_marshflamo diamonds=150 fire-o@candy 32400 16 coins=7@60@coins=481 Lost marshflamo,marshflamo 0 0
Monsters/Monster_brasscuit diamonds=300 earth-o@candy@fire-o 57600 5 coins=11@60@coins=7320 Lost brasscuit,brasscuit 0 0
Monsters/Monster_gobstomper diamonds=150 earth-o@candy 32400 16 coins=7@60@coins=481 Lost gobstomper,gobstomper 0 0
Monsters/Monster_claramel diamonds=300 candy@water-o@fire-o 57600 5 coins=11@60@coins=7320 Lost claramel,claramel 0 0
Monsters/Monster_sprinklate diamonds=600 earth-o@water-o@fire-o@candy 115200 30 coins=15@60@coins=25207 Lost sprinklate,sprinklate 0 0
Monsters/Monster_jamboree_undof diamonds=500 jamboree 145440 35 coins=1@120@coins=60 Seasonal jamboree-o,jamboree-o 0 0

Structures/Structure_breeding coins=500,diamonds=75 4 2
Structures/Structure_breeding_city coins=500,coins=10000,diamonds=100,diamonds=130,diamonds=200 4 5
Structures/Structure_breeding_undof coins=0,diamonds=40 0 2
Structures/Structure_breeding_undof2 coins=0,diamonds=60 0 2

Structures/Structure_castle_undof coins=0 0 1
Structures/Structure_castle_undof1 coins=0 0 1
Structures/Structure_castle_undof2 coins=0 0 1
Structures/Structure_castle_undof3 coins=0 0 1
Structures/Structure_castle_undof4 coins=0 0 1
Structures/Structure_castle_undof5 coins=0 0 1
Structures/Structure_castle_undof6 coins=0 0 1

Structures/Structure_bakery coins=500,coins=10000,coins=20000 3 3
Structures/Structure_amalgamator diamonds=100 0 1
Structures/Structure_amalgamator_city coins=10000 0 1
Structures/Structure_jukebox coins=1000 0 1
Structures/Structure_bass coins=100000 0 2

Desert_path1 coins=100 0 0
Desert_path2 coins=200 0 0
Desert_path3 coins=300 0 0
Desert_path4 coins=500 0 0
Desert_path5 coins=500 0 0
Desert_path6 coins=500 0 0

EM_path1 coins=50 0 0
EM_path2 coins=25 0 0
EM_path3 coins=25 0 0
EM_path4 coins=50 0 0
EM_path5 coins=175 0 0
EM_path6 coins=175 0 0
EM_path7 coins=175 0 0

Decoration/Decoration_test coins=100 2 0
Decoration/Decoration_test1 coins=100 2 0
Decoration/Decoration_test2 coins=300 5 0
Decoration/Decoration_test3 coins=200 5 0
Decoration/Decoration_test4 coins=200 5 0
Decoration/Decoration_test5 coins=200 5 0
Decoration/Decoration_test6 coins=200 5 0
Decoration/Decoration_test7 coins=200 5 0
Decoration/Decoration_test8 coins=200 5 0
Decoration/Decoration_test9 coins=200 5 0
Decoration/Decoration_test10 coins=200 5 1
Decoration/Decoration_test11 coins=200 5 0
Decoration/Decoration_test12 coins=200 5 0

Decoration/Decoration_knott coins=20000 0 0
Decoration/Decoration_mors coins=15000 0 0

Decoration/Obstacle_EM_1 coins=-100 25
Decoration/Obstacle_EM_2 coins=-500 50
Decoration/Obstacle_EM_3 coins=-1000 75
Decoration/Obstacle_EM_4 coins=-100 25
Decoration/Obstacle_EM_5 coins=-500 50
Decoration/Obstacle_EM_6 coins=-1000 75

Decoration/Obstacle_placable_EM_1 diamonds=3 0 0
Decoration/Obstacle_placable_EM_2 diamonds=6 0 0
Decoration/Obstacle_placable_EM_3 diamonds=9 0 0
Decoration/Obstacle_placable_EM_4 diamonds=5 0 0
Decoration/Obstacle_placable_EM_5 diamonds=10 0 0
Decoration/Obstacle_placable_EM_6 diamonds=15 0 0

Decoration/Obstacle_Candy_1 coins=-4000 25
Decoration/Obstacle_Candy_2 coins=-25000 50
Decoration/Obstacle_Candy_3 coins=-33000 75
Decoration/Obstacle_Candy_4 coins=-9000 25
Decoration/Obstacle_Candy_5 coins=-100000 50
Decoration/Obstacle_Candy_6 coins=-110000 75

Decoration/Obstacle_placable_Candy_1 diamonds=1 0 0
Decoration/Obstacle_placable_Candy_2 diamonds=2 0 0
Decoration/Obstacle_placable_Candy_3 diamonds=3 0 0
Decoration/Obstacle_placable_Candy_4 diamonds=2 0 0
Decoration/Obstacle_placable_Candy_5 diamonds=5 0 0
Decoration/Obstacle_placable_Candy_6 diamonds=10 0 0


Decoration/Dog food=2000 20 0
